title,episodes,country,premiere_year,final_year,seasons,Original Channel,technique,final_year_filled,run_years,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,year_diff,rating_norm,seasons_norm,votes_norm,success_score,is_successful,toy_products,avg_stars,total_reviews,bought_last_month,match_reliable,has_merch,imdb_norm,merch_norm,reviews_norm,franchise_score,is_franchise,netflix_popularity,netflix_vote_avg,netflix_vote_count,netflix_duration,on_netflix,is_franchise_final,theme,yt_has_content,yt_top10_total_views,yt_top10_avg_views,yt_video_count,years_since_premiere,log_votes_per_year,genre_animation,genre_family,genre_comedy,genre_adventure,genre_action,on_streaming,netflix_pop_filled,log_yt_views,title_has_high_animal,title_has_hero_keyword,title_word_count,title_has_character,country_grouped_Australia,country_grouped_Brazil,country_grouped_Canada,country_grouped_Coproduction,country_grouped_France,country_grouped_Germany,country_grouped_Other,country_grouped_South Korea,country_grouped_Spain,country_grouped_United Kingdom,country_grouped_United States,technique_grouped_CGI,technique_grouped_Flash,technique_grouped_Flash/Traditional,technique_grouped_Other,technique_grouped_Stop Motion,technique_grouped_Stop-motion,technique_grouped_Toon Boom Harmony,technique_grouped_Traditional,technique_grouped_Traditional/Flash,era_Golden Age (85-96),era_Modern (97-09),era_Streaming Era (2010+),dash_prob
Beavis and Butt-head,222,United States,1993.0,1997.0,8.0,MTV,Traditional,1997.0,4.0,beavis and butt-head,tt0105950,tvSeries,Beavis and Butt-Head,Beavis and Butt-Head,0.0,1993.0,2011.0,15.0,"Animation,Comedy,Music",7.5,36419.0,0.0,0.7721518987341771,0.21875,0.0524749450188362,0.3985419957483799,1,1.0,4.7,0.0,0.0,True,1,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0,0,,1,86920488,8692048,10,31.0,0.3388023662348903,1,0,1,0,0,0,0.0,18.280504339199542,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.017737338
Dora the Explorer,178,United States,2000.0,2014.0,8.0,Nickelodeon,Traditional,2014.0,14.0,dora the explorer,tt0235917,tvSeries,Dora the Explorer,Dora the Explorer,0.0,2000.0,2019.0,30.0,"Adventure,Animation,Comedy",4.4,10093.0,0.0,0.379746835443038,0.21875,0.0145343390875,0.2320948189490902,0,3.0,4.57,217.0,0.0,True,1,0.379746835443038,0.0,0.0018779423982276,0.0764188526881645,0,0.0,,,,0,0,,1,706175149,70617514,10,24.0,0.3841540194541753,1,0,1,1,0,0,0.0,20.37537385250752,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.102126084
Ben 10: Omniverse,80,United States,2012.0,2014.0,8.0,Cartoon Network,Traditional,2014.0,2.0,ben 10: omniverse,tt2293002,tvSeries,Ben 10: Omniverse,Ben 10: Omniverse,0.0,2012.0,2014.0,22.0,"Action,Adventure,Animation",6.7,10505.0,0.0,0.670886075949367,0.21875,0.0151281068320761,0.3486989570877658,1,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,136.288,8.2,469.0,1 Seasons,1,0,,1,594692977,59469297,10,12.0,0.7716418167928256,1,0,0,1,1,1,136.288,20.20355582697301,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.07950854
Pinocchio,,United States,2015.0,,8.0,Disney XD,Traditional,2023.0,8.0,pinocchio,tt4201628,tvSeries,Pinocchio,Pinocchio,0.0,2014.0,2015.0,59.0,"Comedy,Drama,Mystery",8.0,10787.0,1.0,0.8354430379746834,0.21875,0.0155345206766646,0.4146233453590395,1,0.0,,,0.0,,0,0.8354430379746834,0.0,0.0,0.1670886075949367,1,0.0,,,,0,0,,1,643406096,64340609,10,9.0,1.0317988538066245,0,0,1,0,0,0,0.0,20.282286648944382,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.009203789
Max & Ruby,130,Canada,2002.0,2019.0,7.0,Treehouse TV,Flash,2019.0,17.0,max & ruby,tt0367367,tvSeries,Max & Ruby,Max & Ruby,0.0,2002.0,2021.0,30.0,"Animation,Family",6.2,3625.0,0.0,0.6075949367088607,0.1875,0.0052127619711936,0.3099661651763427,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0,0,,1,247290620,24729062,10,22.0,0.37254024505976346,1,1,0,0,0,0,0.0,19.32607480617601,0,0,3,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.020920958
Doug,117,Coproduction,1991.0,1994.0,7.0,"Nickelodeon, ABC",Traditional,1994.0,3.0,doug,tt0101084,tvSeries,Doug,Doug,0.0,1991.0,1996.0,30.0,"Adventure,Animation,Drama",7.4,21245.0,0.0,0.7594936708860759,0.1875,0.0306064213387445,0.3770740736891165,1,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0,0,,1,325244266,32524426,10,33.0,0.3019370885254533,1,0,0,1,0,0,0.0,19.600087048760344,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.007309134
Bobby's World,81,United States,1990.0,1998.0,7.0,Fox Kids,Traditional,1998.0,8.0,bobby's world,tt0103373,tvSeries,Bobby's World,Bobby's World,0.0,1990.0,1998.0,30.0,"Adventure,Animation,Comedy",7.2,5438.0,0.0,0.7341772151898733,0.1875,0.0078256282840976,0.3612522931469737,1,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,0.0,,,,0,0,,1,16252802,1625280,10,34.0,0.2529808970418518,1,0,1,1,0,0,0.0,16.603775944172625,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.32022572
The Venture Bros.,81,United States,2004.0,2018.0,7.0,Adult Swim,Traditional,2018.0,14.0,the venture bros.,tt0417373,tvSeries,The Venture Bros.,The Venture Bros.,0.0,2003.0,2018.0,22.0,"Action,Adventure,Animation",8.6,30234.0,1.0,0.911392405063291,0.1875,0.0435612229309644,0.4410722677580574,1,0.0,,,0.0,,0,0.911392405063291,0.0,0.0,0.1822784810126582,1,0.0,,,,0,0,,1,75353062,7535306,10,20.0,0.5158377736353656,1,0,0,1,1,0,0.0,18.137695132509183,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.49291563
Mighty Express,38,United States,2020.0,,7.0,Netflix,CGI,2023.0,3.0,mighty express,tt11860336,tvSeries,Mighty Express,Mighty Express,0.0,2020.0,,23.0,"Adventure,Animation,Comedy",3.8,184.0,0.0,0.3037974683544303,0.1875,0.0002536483569062,0.1872073994309987,0,1.0,4.3,0.0,50.0,True,1,0.3037974683544303,0.0010298661174047,0.0,0.0613259200354586,0,0.0,,,,0,1,,1,80500999,8050099,10,4.0,1.305088956269581,1,0,1,1,0,0,0.0,18.203780164671883,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0.92664605
Oggy and the Cockroaches,501,France,1998.0,2003.0,7.0,France 3,Traditional,2003.0,5.0,oggy and the cockroaches,tt0213363,tvSeries,Oggy and the Cockroaches,Oggy et les cafards,0.0,1997.0,2018.0,8.0,"Adventure,Animation,Comedy",7.5,6276.0,1.0,0.7721518987341771,0.1875,0.0090333403470947,0.3767440945804445,1,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0,0,,1,1600826568,160082656,10,26.0,0.33633259378144353,1,0,1,1,0,0,0.0,21.1937859384224,0,0,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.017226124
Peppa Pig,329,United Kingdom,2004.0,2012.0,7.0,"Channel 5, Clan, Cartoon Network, Discovery Kids, Nick Jr, YouTube",Flash,2012.0,8.0,peppa pig,tt0426769,tvSeries,Peppa Pig,Peppa Pig,0.0,2004.0,,9.0,"Adventure,Animation,Comedy",6.2,8208.0,0.0,0.6075949367088607,0.1875,0.0118177075376797,0.3116174015679642,0,95.0,4.64,39143.0,19900.0,False,1,0.6075949367088607,0.4098867147270854,0.3387479230130157,0.4316436611949231,1,0.0,,,,0,1,pig,1,1704093293,170409329,10,20.0,0.4506493196174133,1,0,1,1,0,0,0.0,21.256299013854807,0,0,2,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0.91649747
Garfield and Friends,121,United States,1988.0,1994.0,7.0,CBS,Traditional,1994.0,6.0,garfield and friends,tt0094469,tvSeries,Garfield and Friends,Garfield and Friends,0.0,1988.0,1994.0,30.0,"Animation,Comedy,Family",7.2,14964.0,0.0,0.7341772151898733,0.1875,0.021554345601651,0.364684472476362,1,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,0.0,,,,0,0,,1,216434234,21643423,10,36.0,0.26704081723018885,1,1,1,0,0,0,0.0,19.192797294826878,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.017022483
PAW Patrol,182,Coproduction,2013.0,,7.0,Nick Jr.,CGI,2023.0,10.0,paw patrol,tt3121722,tvSeries,PAW Patrol,PAW Patrol,0.0,2013.0,,23.0,"Adventure,Animation,Comedy",6.1,7875.0,0.0,0.5949367088607593,0.1875,0.0113377933169422,0.3064341318735393,0,235.0,4.39,115552.0,48550.0,True,1,0.5949367088607593,1.0,1.0,0.9189873417721518,1,512.468,7.008,762.0,1 Seasons,1,1,dog,1,2370854412,237085441,10,11.0,0.8155977672508197,1,0,1,1,0,1,512.468,21.586516238939026,0,1,2,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.9772703
Grizzly Tales for Gruesome Kids,79,United Kingdom,2000.0,2006.0,6.0,CITV,"Traditional, Claymation, Flash",2006.0,6.0,grizzly tales for gruesome kids,tt0229132,tvSeries,Grizzly Tales for Gruesome Kids,Grizzly Tales for Gruesome Kids,0.0,2000.0,2013.0,23.0,"Animation,Comedy,Family",7.4,1001.0,0.0,0.7594936708860759,0.15625,0.001431095559136,0.3588427422442144,1,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0,0,,1,6598945,659894,10,24.0,0.2879063867352004,1,1,1,0,0,0,0.0,15.702420497274039,0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0.02564161
Franklin,78,Canada,1997.0,2004.0,6.0,"Treehouse TV, CBS, Noggin",Traditional,2004.0,7.0,franklin,tt0203254,tvSeries,Franklin,Franklin,0.0,1997.0,2006.0,23.0,"Animation,Comedy,Drama",6.5,6038.0,0.0,0.6455696202531644,0.15625,0.0086903385917327,0.315087932749199,0,0.0,,,0.0,,0,0.6455696202531644,0.0,0.0,0.1291139240506329,0,0.0,,,,0,0,,1,253839804,25383980,10,27.0,0.3224442116410334,1,0,1,0,0,0,0.0,19.352213937038478,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.005854949
Fudêncio e Seus Amigos,179,Brazil,2005.0,2011.0,6.0,MTV Brasil,Flash,2011.0,6.0,fudêncio e seus amigos,tt2665368,tvSeries,Fudêncio e Seus Amigos,Fudêncio e Seus Amigos,0.0,2005.0,2011.0,15.0,"Animation,Comedy,Short",7.5,198.0,0.0,0.7721518987341771,0.15625,0.0002738249307511,0.3636167157263586,1,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0,0,,1,5426625,542662,10,19.0,0.2785949907749733,1,0,1,0,0,0,0.0,15.506828135984986,0,0,4,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0074179173
Dick Figures,54,United States,2010.0,2015.0,6.0,"YouTube, Mondo Media",Flash,2015.0,5.0,dick figures,tt1901983,tvSeries,Dick Figures,Dick Figures,0.0,2010.0,2015.0,2.0,"Animation,Comedy",7.7,731.0,0.0,0.7974683544303797,0.15625,0.0010419759207003,0.3739353357523269,1,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,40.423,6.1,10.0,1 Seasons,1,0,,1,127280020,12728002,10,14.0,0.47112717956866507,1,0,1,0,0,1,40.423,18.661900106984366,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.038632806
Wild Kratts,141,Coproduction,2011.0,,6.0,"TVOntario, PBS Kids, Discovery Kids",Flash,2023.0,12.0,wild kratts,tt1807859,tvSeries,Wild Kratts,Wild Kratts,0.0,2011.0,,26.0,"Adventure,Animation,Comedy",7.7,3197.0,0.0,0.7974683544303797,0.15625,0.0045959352850805,0.374823825593422,1,19.0,4.59,457.0,3650.0,True,1,0.7974683544303797,0.0751802265705458,0.0039549293824425,0.2018315278454868,1,66.054,7.6,50.0,1 Seasons,1,1,,1,733331000,73333100,10,13.0,0.6207908379533769,1,0,1,1,0,1,66.054,20.41310772818297,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.95590115
The Amazing World of Gumball,240,Coproduction,2011.0,2019.0,6.0,Cartoon Network,"Flash, Live-Action, CGI",2019.0,8.0,the amazing world of gumball,tt1942683,tvSeries,The Amazing World of Gumball,The Amazing World of Gumball,0.0,2011.0,2019.0,11.0,"Adventure,Animation,Comedy",8.4,54016.0,0.0,0.8860759493670886,0.15625,0.0778354571579278,0.4285767440363174,1,0.0,,,0.0,,0,0.8860759493670886,0.0,0.0,0.1772151898734177,1,561.077,8.5,1472.0,1 Seasons,1,0,,1,1717953870,171795387,10,13.0,0.83823493006288,1,0,1,1,0,1,561.077,21.264399809740546,0,0,5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.095185526
Eddsworld,65,United Kingdom,2003.0,,6.0,"Newgrounds, YouTube",Flash,2023.0,20.0,eddsworld,tt2204916,tvSeries,Eddsworld,Eddsworld,0.0,2003.0,,23.0,"Animation,Comedy",8.6,1561.0,0.0,0.911392405063291,0.15625,0.0022381585129288,0.4198040016535486,1,0.0,,,0.0,,0,0.911392405063291,0.0,0.0,0.1822784810126582,1,0.0,,,,0,0,,1,672088231,67208823,10,21.0,0.35017725382855386,1,0,1,0,0,0,0.0,20.325900187487694,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0077865506
"Ed, Edd n Eddy",70,Coproduction,1999.0,2009.0,6.0,Cartoon Network,Traditional,2009.0,10.0,"ed, edd n eddy",tt0184111,tvSeries,"Ed, Edd n Eddy","Ed, Edd n Eddy",0.0,1999.0,2008.0,30.0,"Animation,Comedy,Family",7.4,43852.0,0.0,0.7594936708860759,0.15625,0.0631872645465891,0.3742817844910777,1,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0,0,,1,57415957,5741595,10,25.0,0.42754393642045746,1,1,1,0,0,0,0.0,17.865832836588364,0,0,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.07729998
Babar,78,Canada,1989.0,1991.0,6.0,"CBC, HBO",Traditional,1991.0,2.0,babar,tt0156200,tvSeries,Babar,Babar,0.0,1989.0,2002.0,30.0,"Adventure,Animation,Comedy",6.5,5938.0,0.0,0.6455696202531644,0.15625,0.0085462202071269,0.3150519031530475,0,0.0,,,0.0,,0,0.6455696202531644,0.0,0.0,0.1291139240506329,0,0.0,,,,0,0,,1,7996544740,799654474,10,35.0,0.24826560137188172,1,0,1,1,0,0,0.0,22.80227537795239,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.013876458
"Dr. Katz, Professional Therapist",81,United States,1995.0,2002.0,6.0,Comedy Central,Traditional,2002.0,7.0,"dr. katz, professional therapist",tt0111942,tvSeries,"Dr. Katz, Professional Therapist","Dr. Katz, Professional Therapist",0.0,1995.0,2002.0,30.0,"Animation,Comedy",7.7,6507.0,0.0,0.7974683544303797,0.15625,0.0093662538155342,0.3760164052260354,1,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,0.0,,,,0,0,,1,7235486,723548,10,29.0,0.3027857747703079,1,0,1,0,0,0,0.0,15.794508227461728,0,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.03565463
Martha Speaks,96,Coproduction,2008.0,2014.0,6.0,PBS Kids,Flash,2014.0,6.0,martha speaks,tt1043776,tvSeries,Martha Speaks,Martha Speaks,0.0,2008.0,2016.0,28.0,"Animation,Comedy,Family",6.7,1683.0,0.0,0.670886075949367,0.15625,0.0024139829421479,0.3236454261152838,1,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0,0,,1,53324258,5332425,10,16.0,0.464307949675142,1,1,1,0,0,0,0.0,17.7919019263039,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.05386787
Codename: Kids Next Door,81,United States,2002.0,2008.0,6.0,Cartoon Network,Traditional,2008.0,6.0,codename: kids next door,tt0312109,tvSeries,Codename: Kids Next Door,Codename: Kids Next Door,0.0,2002.0,2008.0,23.0,"Action,Adventure,Animation",7.2,24753.0,0.0,0.7341772151898733,0.15625,0.0356620942707177,0.3572739096436287,1,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,0.0,,,,0,0,,1,42864995,4286499,10,22.0,0.4598519259590894,1,0,0,1,1,0,0.0,17.573566106778763,0,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.24407421
Kipper,78,United Kingdom,1997.0,2000.0,6.0,"Nick Jr., PBS Kids, YTV, CITV",Traditional,2000.0,3.0,kipper,tt0260628,tvSeries,Kipper,Kipper,0.0,1997.0,2004.0,47.0,"Animation,Comedy,Family",7.1,1361.0,0.0,0.721518987341772,0.15625,0.0019499217437171,0.343782575372638,1,0.0,,,0.0,,0,0.721518987341772,0.0,0.0,0.1443037974683544,0,0.0,,,,0,0,,1,77301677,7730167,10,27.0,0.2672855365447947,1,1,1,0,0,0,0.0,18.163226220954645,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.003892631
Pakdam Pakdai,535,India,2013.0,,6.0,Nickelodeon,Flash,2023.0,10.0,pakdam pakdai,tt11836288,tvSeries,Pakdam Pakdai,Pakdam Pakdai,0.0,2013.0,,11.0,"Animation,Comedy,Family",6.3,173.0,0.0,0.6202531645569619,0.15625,0.0002377953345996,0.3028482146564347,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,0.0,,,,0,0,,1,146684633,14668463,10,11.0,0.4690050272013208,1,1,1,0,0,0,0.0,18.803795493250856,0,0,2,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.22009966
Totally Spies!,156,Coproduction,2001.0,2014.0,6.0,"TF1, Teletoon",Traditional,2014.0,13.0,totally spies!,tt0283226,tvSeries,Totally Spies!,Totally Spies!,0.0,2001.0,2025.0,22.0,"Action,Adventure,Animation",7.1,14859.0,0.0,0.721518987341772,0.15625,0.0214030212978148,0.3486458502611625,1,0.0,,,0.0,,0,0.721518987341772,0.0,0.0,0.1443037974683544,0,0.0,,,,0,0,,1,57849907,5784990,10,23.0,0.4176707964465978,1,0,0,1,1,0,0.0,17.873362421282902,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.5455668
The Powerpuff Girls,78,United States,1998.0,2005.0,6.0,Cartoon Network,Traditional,2005.0,7.0,the powerpuff girls,tt0175058,tvSeries,The Powerpuff Girls,The Powerpuff Girls,0.0,1998.0,2004.0,30.0,"Action,Adventure,Animation",7.3,52881.0,0.0,0.7468354430379746,0.15625,0.0761997134926514,0.3724716055883527,1,1.0,4.8,0.0,0.0,True,1,0.7468354430379746,0.0,0.0,0.1493670886075949,0,196.197,5.2,73.0,1 Seasons,1,0,,1,609313977,60931397,10,26.0,0.4183007036651137,1,0,0,1,1,1,196.197,20.227844256035507,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.19430412
Niloya,156,Turkey,2014.0,2020.0,6.0,TRT Çocuk,CGI,2020.0,6.0,niloya,tt3673316,tvSeries,Niloya,Niloya,0.0,2014.0,2024.0,23.0,Animation,6.9,137.0,0.0,0.6962025316455696,0.15625,0.0001859127161415,0.3332149908372632,1,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0,0,,1,719648593,71964859,10,10.0,0.4927253685157205,1,0,0,0,0,0,0.0,20.394273586943537,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.006592829
Go! Go! Cory Carson,63,Coproduction,2020.0,,6.0,Netflix,CGI,2023.0,3.0,go! go! cory carson,tt8115702,tvSeries,Go! Go! Cory Carson,Go! Go! Cory Carson,0.0,2020.0,,11.0,"Adventure,Animation,Comedy",7.7,440.0,0.0,0.7974683544303797,0.15625,0.0006225914214972,0.3738304896275262,1,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,53.344,7.7,7.0,1 Seasons,1,0,,1,70054234,7005423,10,4.0,1.5222612188617115,1,0,1,1,0,1,53.344,18.06478028573641,0,0,4,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.04667155
PJ Masks,103,France,2015.0,,6.0,"France 5 (France), Disney Junior (Worldwide)",CGI,2023.0,8.0,pj masks,tt4148744,tvSeries,PJ Masks,PJ Masks,0.0,2015.0,2025.0,24.0,"Action,Adventure,Animation",5.3,2023.0,0.0,0.4936708860759493,0.15625,0.0029039854498078,0.2528818507928317,0,79.0,4.49,18639.0,10700.0,False,1,0.4936708860759493,0.2203913491246137,0.1613040016615896,0.2602754196491249,1,109.819,4.8,43.0,1 Seasons,1,1,,1,1616135381,161613538,10,9.0,0.8458701144897063,1,0,0,1,1,1,109.819,21.2033035695264,0,0,2,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.98187757
Captain Planet and the Planeteers,113,United States,1990.0,1996.0,6.0,TBS,Traditional,1996.0,6.0,captain planet and the planeteers,tt0098763,tvSeries,Captain Planet and the Planeteers,Captain Planet and the Planeteers,0.0,1990.0,1996.0,23.0,"Action,Adventure,Animation",6.7,13537.0,0.0,0.670886075949367,0.15625,0.0194977762533255,0.3279163744430782,1,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0,0,,1,54516563,5451656,10,34.0,0.279801641913781,1,0,0,1,1,0,0.0,17.814015140062644,0,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.2730751
Hoze Houndz,78,Canada,1999.0,1999.0,6.0,Family Channel,Traditional,1999.0,0.0,hoze houndz,tt0290964,tvSeries,Hoze Houndz,Hoze Houndz,0.0,1999.0,,23.0,"Animation,Family",7.5,39.0,0.0,0.7721518987341771,0.15625,4.46766992278137e-05,0.3635594286684778,1,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0,0,,1,269840,26984,10,25.0,0.14755517816455746,1,1,0,0,0,0,0.0,12.505588175628457,0,0,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.02050743
Katie and Orbie,78,Canada,1994.0,1996.0,6.0,Family Channel,"Traditional (1994–2001), Flash (2002–2003)",1996.0,2.0,katie and orbie,tt0331755,tvSeries,Katie and Orbie,Katie and Orbie,0.0,1994.0,2003.0,30.0,"Animation,Family,Sci-Fi",7.4,142.0,0.0,0.7594936708860759,0.15625,0.0001931186353718,0.3585332480132733,1,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0,0,,1,673071,67307,10,30.0,0.1654281543419969,1,1,0,0,0,0,0.0,13.419607586559797,0,0,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.010772015
Blue's Clues,146,Coproduction,1996.0,2006.0,6.0,Nickelodeon,"Traditional, Live-Action",2006.0,10.0,blue's clues,tt0163929,tvSeries,Blue's Clues,Blue's Clues,0.0,1996.0,2007.0,25.0,"Adventure,Animation,Comedy",6.9,7529.0,0.0,0.6962025316455696,0.15625,0.010839143706206,0.3358782985847793,1,33.0,4.49,11988.0,7500.0,True,1,0.6962025316455696,0.1544799176107106,0.1037454998615342,0.2501408359803883,1,0.0,,,,0,1,,1,1220111767,122011176,10,28.0,0.31880894002835497,1,0,1,1,0,0,0.0,20.922208304610106,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.86606675
Celebrity Deathmatch,93,Coproduction,1998.0,2002.0,6.0,"MTV, MTV2",Stop Motion,2002.0,4.0,celebrity deathmatch,tt0208614,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0.0,1998.0,2007.0,25.0,"Action,Animation,Comedy",6.9,12546.0,0.0,0.6962025316455696,0.15625,0.0180695630618815,0.3376859034236982,1,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0,0,,1,33633595,3363359,10,26.0,0.3629706489292192,1,0,1,0,1,0,0.0,17.33103600633782,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.070332766
Recess,65,United States,1997.0,2001.0,6.0,ABC,Traditional,2001.0,4.0,recess,tt0126170,tvSeries,Recess,Recess,0.0,1997.0,2001.0,23.0,"Adventure,Animation,Comedy",7.8,30518.0,0.0,0.8101265822784809,0.15625,0.043970519143245,0.3897307626972036,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,0.0,,,,0,0,,1,374776683,37477668,10,27.0,0.38244832294303177,1,0,1,1,0,0,0.0,19.74184089721524,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.008479055
Rolie Polie Olie,65,France,1998.0,2004.0,6.0,France 2,CGI,2004.0,6.0,rolie polie olie,tt0172049,tvSeries,Rolie Polie Olie,Rolie Polie Olie,0.0,1998.0,2007.0,24.0,"Animation,Comedy,Family",6.3,3772.0,0.0,0.6202531645569619,0.15625,0.0054246159965642,0.3041449198219259,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,0.0,,,,0,0,,1,183805253,18380525,10,26.0,0.3167548353832427,1,1,1,0,0,0,0.0,19.02938735289624,0,0,3,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.021449793
